tweet_id,favorites,retweets,user_followers,user_favourites,date_time
886258384151887873,26277,5767,8783200,146149,2017-07-15 16:17:19
886054160059072513,0,100,8783200,146149,2017-07-15 02:45:48
885984800019947520,30577,6133,8783200,146149,2017-07-14 22:10:11
885528943205470208,33754,5836,8783200,146149,2017-07-13 15:58:47
885518971528720385,19241,3406,8783200,146149,2017-07-13 15:19:09
885311592912609280,0,16919,8783200,146149,2017-07-13 01:35:06
885167619883638784,20558,3995,8783200,146149,2017-07-12 16:03:00
884925521741709313,72350,16527,8783200,146149,2017-07-12 00:01:00
884876753390489601,26138,5101,8783200,146149,2017-07-11 20:47:12
884562892145688576,22807,4296,8783200,146149,2017-07-11 00:00:02
884441805382717440,25433,5201,8783200,146149,2017-07-10 15:58:53
884247878851493888,68146,18560,8783200,146149,2017-07-10 03:08:17
884162670584377345,19158,2736,8783201,146149,2017-07-09 21:29:42
883838122936631299,20522,3141,8783201,146149,2017-07-09 00:00:04
883482846933004288,43019,9023,8783201,146149,2017-07-08 00:28:19
883360690899218434,21295,3381,8783201,146149,2017-07-07 16:22:55
883117836046086144,34837,6063,8783201,146149,2017-07-07 00:17:54
882992080364220416,22427,3559,8783201,146149,2017-07-06 15:58:11
882762694511734784,26546,4472,8783201,146149,2017-07-06 00:46:41
882627270321602560,26286,5553,8783201,146149,2017-07-05 15:48:34
882268110199369728,42098,10571,8783201,146149,2017-07-04 16:01:23
882045870035918850,27517,4466,8783201,146149,2017-07-04 01:18:17
881906580714921986,22847,3106,8783201,146149,2017-07-03 16:04:48
881666595344535552,47554,9760,8783201,146149,2017-07-03 00:11:11
881633300179243008,118,7,8783201,146149,2017-07-02 21:58:53
881536004380872706,46465,14590,8782451,146148,2017-07-02 15:32:16
881268444196462592,21831,4818,8783201,146149,2017-07-01 21:49:04
880935762899988482,16041,2551,8783201,146149,2017-06-30 23:47:07
880872448815771648,19985,3501,8783201,146149,2017-06-30 19:35:32
880465832366813184,26763,5686,8783201,146149,2017-06-29 16:39:47
880221127280381952,25326,3809,8783201,146149,2017-06-29 00:27:25
880095782870896641,25950,3970,8783201,146149,2017-06-28 16:09:20
879862464715927552,21016,3203,8783201,146149,2017-06-28 00:42:13
879674319642796034,296,10,8783201,146149,2017-06-27 12:14:36
879492040517615616,22059,2912,8783201,146149,2017-06-27 00:10:17
879415818425184262,99349,40610,8783201,146149,2017-06-26 19:07:24
879376492567855104,15785,2861,8783201,146149,2017-06-26 16:31:08
879130579576475649,0,6228,8783201,146149,2017-06-26 00:13:58
879050749262655488,21168,4295,8783201,146149,2017-06-25 18:56:45
879008229531029506,17855,2458,8783201,146149,2017-06-25 16:07:47
878776093423087618,18198,3743,8783201,146149,2017-06-25 00:45:22
878604707211726852,28328,6504,8783201,146149,2017-06-24 13:24:20
878404777348136964,0,1177,8783201,146149,2017-06-24 00:09:53
878316110768087041,0,6104,8783201,146149,2017-06-23 18:17:33
878281511006478336,7272,1177,8783201,146149,2017-06-23 16:00:04
878057613040115712,39591,6228,8783201,146149,2017-06-23 01:10:23
877736472329191424,74519,17363,8783201,146149,2017-06-22 03:54:17
877611172832227328,0,73,8783201,146149,2017-06-21 19:36:23
877556246731214848,21354,3493,8783201,146149,2017-06-21 15:58:08
877316821321428993,25763,4770,8783201,146149,2017-06-21 00:06:44
877201837425926144,25486,5120,8783201,146149,2017-06-20 16:29:50
876838120628539392,19469,3057,8783201,146149,2017-06-19 16:24:33
876537666061221889,22242,4302,8783201,146149,2017-06-18 20:30:39
876484053909872640,17667,2176,8783201,146149,2017-06-18 16:57:37
876120275196170240,26338,4289,8783201,146149,2017-06-17 16:52:05
875747767867523072,23680,3915,8783201,146149,2017-06-16 16:11:53
875144289856114688,20635,4511,8783201,146149,2017-06-15 00:13:52
875097192612077568,25855,5586,8783201,146149,2017-06-14 21:06:43
875021211251597312,24002,4339,8783201,146149,2017-06-14 16:04:48
874680097055178752,26194,4257,8783201,146149,2017-06-13 17:29:20
874434818259525634,0,13365,8783201,146149,2017-06-13 01:14:41
874296783580663808,24560,3776,8783201,146149,2017-06-12 16:06:11
874057562936811520,21424,3662,8783201,146149,2017-06-12 00:15:36
874012996292530176,32343,9439,8783201,146149,2017-06-11 21:18:31
873580283840344065,22853,3624,8783201,146149,2017-06-10 16:39:04
873337748698140672,0,1473,8783201,146149,2017-06-10 00:35:19
873213775632977920,6763,1473,8783201,146149,2017-06-09 16:22:42
872967104147763200,25754,4993,8783201,146149,2017-06-09 00:02:31
872820683541237760,13923,3433,8783201,146149,2017-06-08 14:20:41
872620804844003328,19559,3364,8783201,146149,2017-06-08 01:06:27
872486979161796608,38525,8343,8783201,146149,2017-06-07 16:14:40
872122724285648897,32457,7475,8783202,146149,2017-06-06 16:07:15
871879754684805121,35541,10158,8783202,146149,2017-06-06 00:01:46
871762521631449091,19129,3232,8783202,146149,2017-06-05 16:15:56
871515927908634625,19096,3218,8783202,146149,2017-06-04 23:56:03
871166179821445120,0,5290,8783202,146149,2017-06-04 00:46:17
871102520638267392,19808,5109,8783202,146149,2017-06-03 20:33:19
871032628920680449,21538,3547,8783202,146149,2017-06-03 15:55:36
870804317367881728,31860,5735,8783202,146149,2017-06-03 00:48:22
870726314365509632,115,3,8783202,146149,2017-06-02 19:38:25
870656317836468226,11715,2453,8783202,146149,2017-06-02 15:00:16
870374049280663552,78671,24577,8783202,146149,2017-06-01 20:18:38
870308999962521604,20787,3857,8783202,146149,2017-06-01 16:00:09
870063196459192321,34645,7722,8783202,146149,2017-05-31 23:43:25
869772420881756160,40353,9401,8783202,146149,2017-05-31 04:27:59
869702957897576449,26814,5865,8783201,146149,2017-05-30 23:51:58
869596645499047938,15153,2907,8783201,146149,2017-05-30 16:49:31
869227993411051520,19401,3520,8783201,146149,2017-05-29 16:24:37
868880397819494401,62156,13446,8783201,146149,2017-05-28 17:23:24
868639477480148993,0,1940,8783201,146149,2017-05-28 01:26:04
868622495443632128,25375,4944,8783201,146149,2017-05-28 00:18:35
868552278524837888,9588,1940,8783201,146149,2017-05-27 19:39:34
867900495410671616,23023,3905,8783201,146149,2017-05-26 00:29:37
867774946302451713,32345,6872,8783201,146149,2017-05-25 16:10:44
867421006826221569,15318,2327,8783201,146149,2017-05-24 16:44:18
867072653475098625,0,112,8783202,146149,2017-05-23 17:40:04
867051520902168576,30693,7373,8783202,146149,2017-05-23 16:16:06
866720684873056260,19103,4488,8783202,146149,2017-05-22 18:21:28
866686824827068416,18399,3273,8783202,146149,2017-05-22 16:06:55
866450705531457537,116538,33012,8783202,146149,2017-05-22 00:28:40
866334964761202691,50016,13365,8783202,146149,2017-05-21 16:48:45
866094527597207552,0,7856,8783202,146149,2017-05-21 00:53:21
865718153858494464,24490,5273,8783202,146149,2017-05-19 23:57:46
865359393868664832,25275,4702,8783202,146149,2017-05-19 00:12:11
865006731092295680,26759,7227,8783202,146149,2017-05-18 00:50:50
864873206498414592,30851,8165,8783202,146149,2017-05-17 16:00:15
864279568663928832,13939,2842,8783202,146149,2017-05-16 00:41:21
864197398364647424,28684,8333,8783202,146149,2017-05-15 19:14:50
863907417377173506,19704,3899,8783202,146149,2017-05-15 00:02:33
863553081350529029,14607,3941,8783202,146149,2017-05-14 00:34:33
863471782782697472,0,2291,8783202,146149,2017-05-13 19:11:30
863432100342583297,22771,4948,8783202,146149,2017-05-13 16:33:49
863427515083354112,2111,90,8783202,146149,2017-05-13 16:15:35
863079547188785154,8410,1047,8783202,146149,2017-05-12 17:12:53
863062471531167744,8105,2291,8783202,146149,2017-05-12 16:05:02
862831371563274240,18401,4860,8783202,146149,2017-05-12 00:46:44
862722525377298433,16393,3341,8783202,146149,2017-05-11 17:34:13
862457590147678208,19612,4660,8783202,146149,2017-05-11 00:01:27
862096992088072192,71179,21877,8783202,146149,2017-05-10 00:08:34
861383897657036800,34629,10130,8783202,146149,2017-05-08 00:54:59
861288531465048066,16488,3916,8783202,146149,2017-05-07 18:36:02
861005113778896900,16047,3611,8783202,146149,2017-05-06 23:49:50
860981674716409858,0,2035,8783202,146149,2017-05-06 22:16:42
860924035999428608,0,760,8783202,146149,2017-05-06 18:27:40
860563773140209665,7199,2035,8783202,146149,2017-05-05 18:36:06
860524505164394496,22714,5041,8783202,146149,2017-05-05 16:00:04
860276583193509888,17674,3326,8783202,146149,2017-05-04 23:34:55
860184849394610176,16063,5550,8783202,146149,2017-05-04 17:30:24
860177593139703809,0,29375,8783202,146149,2017-05-04 17:01:34
859924526012018688,18856,3902,8783202,146149,2017-05-04 00:15:58
859851578198683649,14859,3337,8783203,146149,2017-05-03 19:26:06
859607811541651456,17938,1487,8783203,146149,2017-05-03 03:17:27
859196978902773760,86496,28686,8783203,146149,2017-05-02 00:04:57
859074603037188101,32613,12979,8782453,146148,2017-05-01 15:58:40
858860390427611136,0,7731,8783203,146149,2017-05-01 01:47:28
858843525470990336,15036,3322,8783203,146149,2017-05-01 00:40:27
858471635011153920,20758,4634,8783203,146149,2017-04-30 00:02:42
858107933456039936,15213,2773,8783203,146149,2017-04-28 23:57:28
857989990357356544,15557,2481,8783203,146149,2017-04-28 16:08:49
857746408056729600,33118,10161,8783203,146149,2017-04-28 00:00:54
857393404942143489,5699,1572,8783203,146149,2017-04-27 00:38:11
857263160327368704,19407,4324,8783203,146149,2017-04-26 16:00:39
857214891891077121,219,17,8783203,146149,2017-04-26 12:48:51
857062103051644929,0,163,8783203,146149,2017-04-26 02:41:43
857029823797047296,18263,3820,8783203,146149,2017-04-26 00:33:27
856543823941562368,15825,2771,8783203,146149,2017-04-24 16:22:16
856526610513747968,11521,1801,8783203,146149,2017-04-24 15:13:52
856330835276025856,0,646,8783204,146149,2017-04-24 02:15:55
856288084350160898,499,15,8783204,146149,2017-04-23 23:26:03
856282028240666624,26919,6046,8783204,146149,2017-04-23 23:01:59
855862651834028034,328,25,8783204,146149,2017-04-22 19:15:32
855860136149123072,4784,940,8783204,146149,2017-04-22 19:05:32
855857698524602368,11533,2036,8783204,146149,2017-04-22 18:55:51
855851453814013952,44455,17370,8783204,146149,2017-04-22 18:31:02
855818117272018944,25933,5230,8783204,146149,2017-04-22 16:18:34
855459453768019968,29039,7932,8783204,146149,2017-04-21 16:33:22
855245323840757760,0,5760,8783204,146149,2017-04-21 02:22:29
855138241867124737,0,43,8783204,146149,2017-04-20 19:16:59
854732716440526848,22171,5861,8783204,146149,2017-04-19 16:25:34
854482394044301312,28586,6656,8783204,146149,2017-04-18 23:50:52
854365224396361728,18433,4542,8783204,146149,2017-04-18 16:05:17
854120357044912130,31249,7238,8783204,146149,2017-04-17 23:52:16
854010172552949760,15859,3055,8783204,146149,2017-04-17 16:34:26
853760880890318849,27936,5574,8783204,146149,2017-04-17 00:03:50
853639147608842240,33921,9754,8783204,146149,2017-04-16 16:00:07
853299958564483072,15156,3458,8783204,146149,2017-04-15 17:32:18
852936405516943360,0,1940,8783204,146149,2017-04-14 17:27:40
852912242202992640,8853,1766,8783204,146149,2017-04-14 15:51:39
852672615818899456,14616,2103,8783205,146149,2017-04-13 23:59:28
852553447878664193,15995,3384,8783205,146149,2017-04-13 16:05:56
852311364735569921,32542,9702,8783206,146149,2017-04-13 00:03:59
852226086759018497,19622,6684,8783206,146149,2017-04-12 18:25:07
852189679701164033,11254,1553,8783206,146149,2017-04-12 16:00:27
851861385021730816,0,19,8783206,146149,2017-04-11 18:15:55
851591660324737024,15998,3401,8783206,146149,2017-04-11 00:24:08
851464819735769094,23854,6904,8783206,146149,2017-04-10 16:00:07
851224888060895234,20343,5610,8783206,146149,2017-04-10 00:06:42
850753642995093505,30318,8945,8783206,146149,2017-04-08 16:54:09
850380195714523136,12902,2557,8783206,146149,2017-04-07 16:10:12
850333567704068097,3403,322,8783207,146149,2017-04-07 13:04:55
850145622816686080,16090,3718,8783207,146149,2017-04-07 00:38:06
850019790995546112,20119,4781,8783207,146149,2017-04-06 16:18:05
849776966551130114,30022,7451,8783207,146149,2017-04-06 00:13:11
849668094696017920,0,4866,8783207,146149,2017-04-05 17:00:34
849412302885593088,15659,3102,8783207,146149,2017-04-05 00:04:08
849336543269576704,11275,1869,8783207,146149,2017-04-04 19:03:06
849051919805034497,41805,8341,8783207,146149,2017-04-04 00:12:06
848690551926992896,24887,4247,8783207,146149,2017-04-03 00:16:10
848324959059550208,24428,4539,8783207,146149,2017-04-02 00:03:26
848213670039564288,8081,721,8783207,146149,2017-04-01 16:41:12
848212111729840128,16139,2995,8783207,146149,2017-04-01 16:35:01
847978865427394560,0,3210,8783207,146149,2017-04-01 01:08:10
847971574464610304,0,425,8783207,146149,2017-04-01 00:39:12
847962785489326080,23260,5006,8783207,146149,2017-04-01 00:04:17
847842811428974592,5387,1315,8783207,146149,2017-03-31 16:07:33
847617282490613760,6922,409,8783207,146149,2017-03-31 01:11:22
847606175596138505,18577,3382,8783207,146149,2017-03-31 00:27:14
847251039262605312,20304,4261,8783207,146149,2017-03-30 00:56:03
847157206088847362,19697,5768,8783207,146149,2017-03-29 18:43:12
847116187444137987,21276,3139,8783208,146149,2017-03-29 16:00:12
846874817362120707,19924,3882,8783208,146149,2017-03-29 00:01:05
846514051647705089,44250,11421,8783208,146149,2017-03-28 00:07:32
846505985330044928,13997,3033,8783208,146149,2017-03-27 23:35:28
846153765933735936,31375,8938,8783208,146149,2017-03-27 00:15:53
846139713627017216,30802,9899,8783208,146149,2017-03-26 23:20:02
846042936437604353,15859,2834,8783208,146149,2017-03-26 16:55:29
845812042753855489,29006,8609,8783208,146149,2017-03-26 01:38:00
845677943972139009,25016,4741,8783208,146149,2017-03-25 16:45:08
845397057150107648,7582,1787,8783208,146149,2017-03-24 22:08:59
845306882940190720,23174,5336,8783208,146149,2017-03-24 16:10:40
845098359547420673,0,7580,8783208,146149,2017-03-24 02:22:04
844979544864018432,13554,2533,8783208,146149,2017-03-23 18:29:57
844973813909606400,14995,3162,8783208,146149,2017-03-23 18:07:10
844580511645339650,16378,3099,8783208,146149,2017-03-22 16:04:20
844223788422217728,13575,2181,8783208,146149,2017-03-21 16:26:50
843981021012017153,15104,2921,8783209,146149,2017-03-21 00:22:10
843856843873095681,21363,4582,8783209,146149,2017-03-20 16:08:44
843604394117681152,16796,2725,8783209,146149,2017-03-19 23:25:35
843235543001513987,21421,5984,8783209,146149,2017-03-18 22:59:54
842846295480000512,15228,3615,8783209,146149,2017-03-17 21:13:10
842765311967449089,6704,1273,8783209,146149,2017-03-17 15:51:22
842535590457499648,18039,3482,8783209,146149,2017-03-17 00:38:32
842163532590374912,24370,5760,8783209,146149,2017-03-16 00:00:07
842115215311396866,13938,3014,8783209,146149,2017-03-15 20:48:07
841833993020538882,0,15003,8783209,146149,2017-03-15 02:10:39
841680585030541313,25664,7772,8783209,146149,2017-03-14 16:01:03
841439858740625411,12623,3671,8783209,146149,2017-03-14 00:04:30
841320156043304961,19763,5481,8783209,146149,2017-03-13 16:08:50
841314665196081154,15811,4630,8783209,146149,2017-03-13 15:47:01
841077006473256960,22833,5290,8783209,146149,2017-03-13 00:02:39
840761248237133825,0,1762,8783209,146149,2017-03-12 03:07:56
840728873075638272,0,16083,8783210,146149,2017-03-12 00:59:17
840698636975636481,174,2,8783210,146149,2017-03-11 22:59:09
840696689258311684,12273,971,8783210,146149,2017-03-11 22:51:24
840632337062862849,8999,1762,8783210,146149,2017-03-11 18:35:42
840370681858686976,16433,4527,8783210,146149,2017-03-11 01:15:58
840268004936019968,19245,5713,8783211,146149,2017-03-10 18:27:58
839990271299457024,13400,2273,8783211,146149,2017-03-10 00:04:21
839549326359670784,27469,7731,8783211,146149,2017-03-08 18:52:12
839290600511926273,0,143,8783211,146149,2017-03-08 01:44:07
839239871831150596,27102,6523,8783211,146149,2017-03-07 22:22:32
838952994649550848,19653,3993,8783211,146149,2017-03-07 03:22:35
838921590096166913,11161,2061,8783211,146149,2017-03-07 01:17:48
838916489579200512,0,35,8783211,146149,2017-03-07 00:57:32
838831947270979586,0,10994,8783211,146149,2017-03-06 19:21:35
838561493054533637,10949,1336,8783211,146149,2017-03-06 01:26:54
838476387338051585,22510,4772,8783211,146149,2017-03-05 19:48:43
838201503651401729,0,10061,8783211,146149,2017-03-05 01:36:26
838150277551247360,1675,332,8783211,146149,2017-03-04 22:12:52
838085839343206401,140,1,8783211,146149,2017-03-04 17:56:49
838083903487373313,17640,3138,8783211,146149,2017-03-04 17:49:08
837820167694528512,34183,7856,8783211,146149,2017-03-04 00:21:08
837482249356513284,3854,443,8783211,146149,2017-03-03 01:58:22
837471256429613056,12825,2276,8783211,146149,2017-03-03 01:14:41
837110210464448512,16102,2368,8783211,146149,2017-03-02 01:20:01
836989968035819520,12795,2294,8783211,146149,2017-03-01 17:22:13
836753516572119041,19364,4651,8783211,146149,2017-03-01 01:42:39
836677758902222849,12633,2229,8783211,146149,2017-02-28 20:41:37
836648853927522308,0,555,8783211,146149,2017-02-28 18:46:45
836397794269200385,0,27549,8783211,146149,2017-02-28 02:09:08
836380477523124226,14800,2996,8783211,146149,2017-02-28 01:00:19
836260088725786625,21364,4312,8783211,146149,2017-02-27 17:01:56
836001077879255040,19137,4272,8783211,146149,2017-02-26 23:52:43
835685285446955009,0,8149,8783211,146149,2017-02-26 02:57:52
835574547218894849,17846,3630,8783211,146149,2017-02-25 19:37:50
835536468978302976,0,1705,8783211,146149,2017-02-25 17:06:32
835309094223372289,0,21004,8783211,146149,2017-02-25 02:03:02
835297930240217089,16536,3025,8783211,146149,2017-02-25 01:18:40
835264098648616962,7771,1705,8783211,146149,2017-02-24 23:04:14
835246439529840640,2111,73,8783211,146149,2017-02-24 21:54:03
835172783151792128,26266,5785,8783211,146149,2017-02-24 17:01:22
835152434251116546,22494,3032,8783211,146149,2017-02-24 15:40:31
834931633769889797,10848,1650,8783211,146149,2017-02-24 01:03:08
834786237630337024,21424,5519,8783211,146149,2017-02-23 15:25:23
834574053763584002,13720,2552,8783211,146149,2017-02-23 01:22:14
834477809192075265,0,10694,8783211,146149,2017-02-22 18:59:48
834458053273591808,9661,1692,8783211,146149,2017-02-22 17:41:18
834209720923721728,20700,4773,8783211,146149,2017-02-22 01:14:30
834167344700198914,15891,3679,8783211,146149,2017-02-21 22:26:07
834089966724603904,10103,2148,8783211,146149,2017-02-21 17:18:39
834086379323871233,13137,2220,8783211,146149,2017-02-21 17:04:24
833863086058651648,13491,2419,8783211,146149,2017-02-21 02:17:06
833826103416520705,18132,3794,8783211,146149,2017-02-20 23:50:09
833732339549220864,0,222,8783211,146149,2017-02-20 17:37:34
833722901757046785,20899,3241,8783211,146149,2017-02-20 17:00:04
833479644947025920,14914,2058,8783211,146149,2017-02-20 00:53:27
833124694597443584,20313,4866,8783211,146149,2017-02-19 01:23:00
832998151111966721,13330,2216,8783211,146149,2017-02-18 17:00:10
832769181346996225,0,39,8783211,146149,2017-02-18 01:50:19
832757312314028032,16947,3651,8783211,146149,2017-02-18 01:03:09
832682457690300417,11948,2936,8783211,146149,2017-02-17 20:05:43
832645525019123713,2951,535,8783211,146149,2017-02-17 17:38:57
832636094638288896,15947,2805,8783211,146149,2017-02-17 17:01:29
832397543355072512,12022,2232,8783211,146149,2017-02-17 01:13:34
832369877331693569,17273,3210,8783211,146149,2017-02-16 23:23:38
832273440279240704,11420,2352,8783211,146149,2017-02-16 17:00:25
832215909146226688,0,6244,8783211,146149,2017-02-16 13:11:49
832215726631055365,0,9399,8783211,146149,2017-02-16 13:11:05
832088576586297345,62,2,8783211,146149,2017-02-16 04:45:50
832040443403784192,0,9691,8783211,146149,2017-02-16 01:34:34
832032802820481025,17991,4685,8783211,146149,2017-02-16 01:04:13
831939777352105988,24167,6178,8783211,146149,2017-02-15 18:54:34
831926988323639298,338,34,8783211,146149,2017-02-15 18:03:45
831911600680497154,27794,6555,8783211,146149,2017-02-15 17:02:36
831670449226514432,10516,1838,8783211,146149,2017-02-15 01:04:21
831650051525054464,7200,1940,8783211,146149,2017-02-14 23:43:18
831552930092285952,9038,2329,8783211,146149,2017-02-14 17:17:22
831322785565769729,9333,1564,8782461,146148,2017-02-14 02:02:51
831315979191906304,6591,1134,8783212,146149,2017-02-14 01:35:49
831309418084069378,11837,2483,8783212,146149,2017-02-14 01:09:44
831262627380748289,12000,2065,8783213,146149,2017-02-13 22:03:49
830956169170665475,8035,1510,8783212,146149,2017-02-13 01:46:03
830583320585068544,67345,16919,8783212,146149,2017-02-12 01:04:29
830173239259324417,0,5728,8783212,146149,2017-02-10 21:54:58
830097400375152640,9882,2973,8783212,146149,2017-02-10 16:53:37
829878982036299777,0,5064,8783212,146149,2017-02-10 02:25:42
829861396166877184,12321,1967,8783212,146149,2017-02-10 01:15:49
829501995190984704,32009,10694,8783212,146149,2017-02-09 01:27:41
829449946868879360,10542,2042,8783212,146149,2017-02-08 22:00:52
829141528400556032,24589,7422,8783212,146149,2017-02-08 01:35:19
829011960981237760,53527,16442,8783212,146149,2017-02-07 17:00:28
828801551087042563,0,3447,8783212,146149,2017-02-07 03:04:22
828770345708580865,25786,5927,8783212,146149,2017-02-07 01:00:22
828708714936930305,36800,11286,8783212,146149,2017-02-06 20:55:28
828650029636317184,9589,1363,8783212,146149,2017-02-06 17:02:17
828409743546925057,6405,1174,8783212,146149,2017-02-06 01:07:28
828408677031882754,7736,1303,8783212,146149,2017-02-06 01:03:14
828381636999917570,12689,2234,8783212,146149,2017-02-05 23:15:47
828376505180889089,7448,1082,8783212,146149,2017-02-05 22:55:23
828372645993398273,12658,2972,8783212,146149,2017-02-05 22:40:03
828361771580813312,2214,173,8783212,146149,2017-02-05 21:56:51
828046555563323392,11861,2901,8783212,146149,2017-02-05 01:04:17
828011680017821696,10437,2170,8783212,146149,2017-02-04 22:45:42
827933404142436356,20287,5306,8783212,146149,2017-02-04 17:34:40
827653905312006145,15639,3047,8783212,146149,2017-02-03 23:04:02
827600520311402496,7508,953,8783212,146149,2017-02-03 19:31:54
827324948884643840,16010,3087,8783212,146149,2017-02-03 01:16:53
827199976799354881,10683,2245,8783212,146149,2017-02-02 17:00:17
826958653328592898,21792,5064,8783212,146149,2017-02-02 01:01:21
826848821049180160,36716,10292,8783212,146149,2017-02-01 17:44:55
826615380357632002,0,4032,8783212,146149,2017-02-01 02:17:19
826598799820865537,5161,256,8783212,146149,2017-02-01 01:11:25
826598365270007810,10142,2369,8783212,146149,2017-02-01 01:09:42
826476773533745153,18597,4242,8783212,146149,2017-01-31 17:06:32
826240494070030336,13435,2638,8783212,146149,2017-01-31 01:27:39
826204788643753985,4925,936,8783212,146149,2017-01-30 23:05:46
826115272272650244,15818,3174,8783213,146149,2017-01-30 17:10:04
825876512159186944,10584,1898,8783213,146149,2017-01-30 01:21:19
825829644528148480,12860,2519,8783213,146149,2017-01-29 22:15:05
825535076884762624,57408,17735,8783213,146149,2017-01-29 02:44:34
825147591692263424,18511,4596,8783213,146149,2017-01-28 01:04:51
825120256414846976,0,1277,8783213,146149,2017-01-27 23:16:13
825026590719483904,6378,1277,8783213,146149,2017-01-27 17:04:02
824796380199809024,0,5561,8783213,146149,2017-01-27 01:49:15
824775126675836928,15101,3566,8783213,146149,2017-01-27 00:24:48
824663926340194305,10215,1766,8783213,146149,2017-01-26 17:02:56
824325613288833024,11961,10649,8783213,146149,2017-01-25 18:38:36
824297048279236611,15239,3919,8783213,146149,2017-01-25 16:45:05
824025158776213504,4876,605,8783214,146149,2017-01-24 22:44:42
823939628516474880,10745,2744,8783215,146149,2017-01-24 17:04:50
823719002937630720,0,11354,8783215,146149,2017-01-24 02:28:08
823699002998870016,14165,2553,8783215,146149,2017-01-24 01:08:40
823581115634085888,13182,2662,8783215,146149,2017-01-23 17:20:14
823333489516937216,706,25,8783215,146149,2017-01-23 00:56:15
823322678127919110,15919,4089,8783216,146149,2017-01-23 00:13:17
823269594223824897,0,10035,8783216,146149,2017-01-22 20:42:21
822975315408461824,17515,3499,8783216,146149,2017-01-22 01:12:59
822872901745569793,133191,43889,8783216,146149,2017-01-21 18:26:02
822859134160621569,13448,2318,8783216,146149,2017-01-21 17:31:20
822647212903690241,0,6503,8783216,146149,2017-01-21 03:29:14
822610361945911296,15004,3002,8783216,146149,2017-01-21 01:02:48
822489057087389700,18390,6503,8783217,146149,2017-01-20 17:00:46
822462944365645825,28410,14545,8783217,146149,2017-01-20 15:17:01
822244816520155136,35415,10035,8783217,146149,2017-01-20 00:50:15
822163064745328640,0,4851,8783217,146149,2017-01-19 19:25:24
821886076407029760,11471,2351,8783217,146149,2017-01-19 01:04:45
821813639212650496,0,3405,8783217,146149,2017-01-18 20:16:54
821765923262631936,8522,1681,8783217,146149,2017-01-18 17:07:18
821522889702862852,8147,1796,8783217,146149,2017-01-18 01:01:34
821421320206483457,0,5686,8783217,146149,2017-01-17 18:17:58
821407182352777218,11940,4414,8783217,146149,2017-01-17 17:21:47
821153421864615936,258,10,8783217,146149,2017-01-17 00:33:26
821149554670182400,8764,2025,8783217,146149,2017-01-17 00:18:04
821107785811234820,9730,2169,8783217,146149,2017-01-16 21:32:06
821044531881721856,12832,2319,8783217,146149,2017-01-16 17:20:45
820837357901512704,0,6845,8783217,146149,2017-01-16 03:37:31
820749716845686786,32003,10061,8783217,146149,2017-01-15 21:49:15
820690176645140481,12378,3284,8783217,146149,2017-01-15 17:52:40
820494788566847489,0,572,8783217,146149,2017-01-15 04:56:16
820446719150292993,0,2608,8783217,146149,2017-01-15 01:45:15
820314633777061888,3390,572,8783217,146149,2017-01-14 17:00:24
820078625395449857,20101,6401,8783217,146149,2017-01-14 01:22:35
820013781606658049,0,1195,8783217,146149,2017-01-13 21:04:55
819952236453363712,5408,1195,8783217,146149,2017-01-13 17:00:21
819924195358416896,13080,4948,8783217,146149,2017-01-13 15:08:56
819711362133872643,13592,3170,8783217,146149,2017-01-13 01:03:12
